date,qty
2010-09-01,70882.0
2010-09-02,109915.0
2010-09-03,173871.0
2010-09-04,171181.0
2010-09-05,143160.0
2010-09-06,90425.0
2010-09-07,75806.0
2010-09-08,209632.0
2010-09-09,317912.0
2010-09-10,170101.0
2010-09-11,119445.0
2010-09-12,261150.0
2010-09-13,193662.0
2010-09-14,234948.0
2010-09-15,218607.0
2010-09-16,236750.0
2010-09-17,240151.0
2010-09-18,209098.0
2010-09-19,200023.0
2010-09-20,210500.0
2010-09-21,227728.0
2010-09-22,280167.0
2010-09-23,254672.0
2010-09-24,179953.0
2010-09-25,178495.0
2010-09-26,147484.0
2010-09-27,188627.0
2010-09-28,177630.0
2010-09-29,211084.0
2010-09-30,220829.0
2010-10-01,99995.0
2010-10-02,110318.0
2010-10-03,88805.0
2010-10-04,80440.0
2010-10-05,84221.0
2010-10-06,109286.0
2010-10-07,116305.0
2010-10-08,255780.0
2010-10-09,183998.0
2010-10-10,223860.0
2010-10-11,192432.0
2010-10-12,173086.0
2010-10-13,236803.0
2010-10-14,211403.0
2010-10-15,118337.0
2010-10-16,214954.0
2010-10-17,163626.0
2010-10-18,257482.0
2010-10-19,237668.0
2010-10-20,232925.0
2010-10-21,210729.0
2010-10-22,153006.0
2010-10-23,191972.0
2010-10-24,151764.0
2010-10-25,204304.0
2010-10-26,155770.0
2010-10-27,200196.0
2010-10-28,205438.0
2010-10-29,121890.0
2010-10-30,194629.0
2010-10-31,179617.0
2010-11-01,100294.0
2010-11-02,151211.0
2010-11-03,149443.0
2010-11-04,170007.0
2010-11-05,165976.0
2010-11-06,63124.0
2010-11-07,147070.0
2010-11-08,268370.0
2010-11-09,242268.0
2010-11-10,209613.0
2010-11-11,121609.0
2010-11-12,244916.0
2010-11-13,100558.0
2010-11-14,136754.0
2010-11-15,108307.0
2010-11-16,5936.0
2010-11-17,432.0
2010-11-18,1183.0
2010-11-19,565.0
2010-11-20,1043.0
2010-11-21,490.0
2010-11-22,36566.0
2010-11-23,236127.0
2010-11-24,168658.0
2010-11-25,233196.0
2010-11-26,127409.0
2010-11-27,113874.0
2010-11-28,123925.0
2010-11-29,143211.0
2010-11-30,89287.0
2010-12-01,78594.0
2010-12-02,120556.0
2010-12-03,190786.0
2010-12-04,119834.0
2010-12-05,112609.0
2010-12-06,86659.0
2010-12-07,131674.0
2010-12-08,144138.0
2010-12-09,180789.0
2010-12-10,182531.0
2010-12-11,65214.0
2010-12-12,127034.0
2010-12-13,165612.0
2010-12-14,173052.0
2010-12-15,171731.0
2010-12-16,180757.0
2010-12-17,154992.0
2010-12-18,142639.0
2010-12-19,107842.0
2010-12-20,193239.0
2010-12-21,158338.0
2010-12-22,275377.0
2010-12-23,214225.0
2010-12-24,168212.0
2010-12-25,187737.0
2010-12-26,169128.0
2010-12-27,212016.0
2010-12-28,139642.0
2010-12-29,197007.0
2010-12-30,136511.0
2010-12-31,62538.0
2011-01-01,0.0
2011-01-02,221155.0
2011-01-03,294154.0
2011-01-04,118552.0
2011-01-05,237517.0
2011-01-06,203846.0
2011-01-07,281674.0
2011-01-08,231262.0
2011-01-09,266229.0
2011-01-10,228486.0
2011-01-11,252951.0
2011-01-12,357554.0
2011-01-13,138478.0
2011-01-14,203734.0
2011-01-15,197130.0
2011-01-16,262043.0
2011-01-17,241828.0
2011-01-18,207952.0
2011-01-19,255131.0
2011-01-20,124346.0
2011-01-21,204370.0
2011-01-22,181938.0
2011-01-23,190257.0
2011-01-24,261806.0
2011-01-25,234411.0
2011-01-26,556857.0
2011-01-27,233014.0
2011-01-28,260629.0
2011-01-29,217656.0
2011-01-30,221962.0
2011-01-31,255775.0
2011-02-01,44339.0
2011-02-02,256444.0
2011-02-03,336694.0
2011-02-04,181383.0
2011-02-05,257265.0
2011-02-06,225419.0
2011-02-07,213528.0
2011-02-08,254858.0
2011-02-09,301375.0
2011-02-10,266421.0
2011-02-11,197143.0
2011-02-12,311014.0
2011-02-13,238147.0
2011-02-14,237943.0
2011-02-15,215047.0
2011-02-16,282085.0
2011-02-17,330671.0
2011-02-18,337769.0
2011-02-19,247722.0
2011-02-20,308223.0
2011-02-21,276454.0
2011-02-22,329965.0
2011-02-23,238189.0
2011-02-24,301137.0
2011-02-25,241433.0
2011-02-26,269901.0
2011-02-27,291689.0
2011-02-28,357965.0
2011-03-01,149236.0
2011-03-02,204327.0
2011-03-03,336274.0
2011-03-04,214245.0
2011-03-05,240301.0
2011-03-06,190306.0
2011-03-07,226771.0
2011-03-08,321414.0
2011-03-09,247834.0
2011-03-10,259391.0
2011-03-11,228429.0
2011-03-12,230111.0
2011-03-13,321596.0
2011-03-14,329498.0
2011-03-15,295868.0
2011-03-16,334893.0
2011-03-17,306887.0
2011-03-18,300895.0
2011-03-19,286602.0
2011-03-20,254392.0
2011-03-21,339659.0
2011-03-22,241275.0
2011-03-23,370631.0
2011-03-24,310672.0
2011-03-25,236710.0
2011-03-26,234379.0
2011-03-27,211965.0
2011-03-28,242657.0
2011-03-29,198529.0
2011-03-30,249275.0
2011-03-31,205003.0
2011-04-01,250226.0
2011-04-02,169836.0
2011-04-03,284709.0
2011-04-04,220253.0
2011-04-05,317416.0
2011-04-06,211704.0
2011-04-07,336364.0
2011-04-08,296139.0
2011-04-09,213923.0
2011-04-10,318225.0
2011-04-11,63594.0
2011-04-12,327787.0
2011-04-13,289118.0
2011-04-14,266271.0
2011-04-15,158138.0
2011-04-16,259954.0
2011-04-17,222878.0
2011-04-18,237092.0
2011-04-19,317238.0
2011-04-20,261317.0
2011-04-21,295585.0
2011-04-22,254903.0
2011-04-23,230876.0
2011-04-24,226611.0
2011-04-25,235963.0
2011-04-26,250053.0
2011-04-27,280967.0
2011-04-28,287942.0
2011-04-29,256812.0
2011-04-30,206886.0
2011-05-01,281161.0
2011-05-02,227444.0
2011-05-03,286923.0
2011-05-04,224081.0
2011-05-05,260003.0
2011-05-06,209364.0
2011-05-07,342735.0
2011-05-08,204853.0
2011-05-09,283864.0
2011-05-10,253318.0
2011-05-11,157398.0
2011-05-12,419577.0
2011-05-13,170592.0
2011-05-14,204793.0
2011-05-15,248630.0
2011-05-16,226114.0
2011-05-17,258776.0
2011-05-18,202429.0
2011-05-19,257752.0
2011-05-20,160374.0
2011-05-21,187671.0
2011-05-22,224096.0
2011-05-23,199169.0
2011-05-24,225313.0
2011-05-25,181559.0
2011-05-26,249057.0
2011-05-27,138344.0
2011-05-28,252508.0
2011-05-29,239603.0
2011-05-30,211726.0
2011-05-31,216765.0
2011-06-01,199509.0
2011-06-02,217120.0
2011-06-03,317123.0
2011-06-04,274313.0
2011-06-05,278310.0
2011-06-06,200732.0
2011-06-07,346141.0
2011-06-08,202622.0
2011-06-09,250986.0
2011-06-10,300251.0
2011-06-11,204553.0
2011-06-12,216661.0
2011-06-13,138697.0
2011-06-14,244418.0
2011-06-15,184753.0
2011-06-16,164686.0
2011-06-17,218550.0
2011-06-18,203014.0
2011-06-19,201347.0
2011-06-20,244715.0
2011-06-21,207703.0
2011-06-22,206019.0
2011-06-23,263797.0
2011-06-24,135002.0
2011-06-25,145257.0
2011-06-26,159115.0
2011-06-27,142140.0
2011-06-28,193869.0
2011-06-29,246721.0
2011-06-30,215747.0
2011-07-01,108652.0
2011-07-02,212801.0
2011-07-03,253129.0
2011-07-04,294558.0
2011-07-05,259789.0
2011-07-06,203444.0
2011-07-07,338397.0
2011-07-08,225219.0
2011-07-09,340030.0
2011-07-10,306680.0
2011-07-11,173184.0
2011-07-12,530421.0
2011-07-13,261140.0
2011-07-14,300717.0
2011-07-15,366269.0
2011-07-16,351517.0
2011-07-17,248484.0
2011-07-18,325564.0
2011-07-19,309158.0
2011-07-20,304905.0
2011-07-21,295591.0
2011-07-22,337791.0
2011-07-23,223144.0
2011-07-24,240981.0
2011-07-25,290090.0
2011-07-26,331814.0
2011-07-27,474950.0
2011-07-28,292379.0
2011-07-29,265931.0
2011-07-30,230988.0
2011-07-31,312948.0
2011-08-01,245366.0
2011-08-02,288307.0
2011-08-03,209141.0
2011-08-04,225568.0
2011-08-05,261815.0
2011-08-06,214788.0
2011-08-07,288042.0
2011-08-08,272599.0
2011-08-09,282435.0
2011-08-10,247042.0
2011-08-11,189711.0
2011-08-12,442274.0
2011-08-13,280189.0
2011-08-14,248375.0
2011-08-15,358789.0
2011-08-16,472920.0
2011-08-17,333077.0
2011-08-18,419465.0
2011-08-19,378034.0
2011-08-20,272357.0
2011-08-21,283293.0
2011-08-22,285915.0
2011-08-23,353667.0
2011-08-24,309447.0
2011-08-25,332564.0
2011-08-26,309969.0
2011-08-27,289453.0
2011-08-28,240227.0
2011-08-29,322353.0
2011-08-30,278044.0
2011-08-31,260961.0
2011-09-01,225655.0
2011-09-02,293841.0
2011-09-03,304173.0
2011-09-04,259518.0
2011-09-05,200290.0
2011-09-06,278071.0
2011-09-07,253461.0
2011-09-08,304875.0
2011-09-09,333501.0
2011-09-10,297239.0
2011-09-11,226526.0
2011-09-12,404510.0
2011-09-13,272486.0
2011-09-14,328223.0
2011-09-15,323704.0
2011-09-16,311304.0
2011-09-17,304235.0
2011-09-18,257141.0
2011-09-19,327064.0
2011-09-20,307293.0
2011-09-21,335041.0
2011-09-22,265884.0
2011-09-23,350982.0
2011-09-24,249797.0
2011-09-25,263130.0
2011-09-26,302685.0
2011-09-27,248259.0
2011-09-28,341296.0
2011-09-29,336630.0
2011-09-30,332115.0
2011-10-01,169437.0
2011-10-02,370030.0
2011-10-03,331680.0
2011-10-04,264470.0
2011-10-05,304185.0
2011-10-06,136522.0
2011-10-07,330334.0
2011-10-08,249872.0
2011-10-09,298795.0
2011-10-10,298245.0
2011-10-11,216238.0
2011-10-12,316791.0
2011-10-13,299626.0
2011-10-14,228495.0
2011-10-15,167239.0
2011-10-16,228423.0
2011-10-17,242031.0
2011-10-18,244232.0
2011-10-19,272348.0
2011-10-20,277256.0
2011-10-21,238865.0
2011-10-22,288835.0
2011-10-23,241535.0
2011-10-24,225029.0
2011-10-25,242886.0
2011-10-26,241087.0
2011-10-27,295708.0
2011-10-28,202702.0
2011-10-29,189279.0
2011-10-30,174627.0
2011-10-31,186288.0
2011-11-01,158408.0
2011-11-02,316810.0
2011-11-03,230823.0
2011-11-04,225383.0
2011-11-05,280579.0
2011-11-06,175597.0
2011-11-07,254303.0
2011-11-08,312707.0
2011-11-09,273453.0
2011-11-10,257896.0
2011-11-11,186838.0
2011-11-12,312235.0
2011-11-13,227928.0
2011-11-14,235547.0
2011-11-15,52989.0
2011-11-16,58330.0
2011-11-17,59431.0
2011-11-18,41475.0
2011-11-19,19359.0
2011-11-20,54615.0
2011-11-21,221850.0
2011-11-22,267273.0
2011-11-23,233373.0
2011-11-24,192497.0
2011-11-25,239740.0
2011-11-26,309994.0
2011-11-27,357947.0
2011-11-28,316593.0
2011-11-29,362831.0
2011-11-30,285481.0
2011-12-01,228883.0
2011-12-02,228839.0
2011-12-03,245814.0
2011-12-04,223375.0
2011-12-05,285116.0
2011-12-06,210506.0
2011-12-07,384038.0
2011-12-08,199062.0
2011-12-09,245539.0
2011-12-10,234972.0
2011-12-11,160543.0
2011-12-12,300008.0
2011-12-13,381875.0
2011-12-14,353202.0
2011-12-15,476101.0
2011-12-16,222575.0
2011-12-17,176819.0
2011-12-18,265509.0
2011-12-19,327873.0
2011-12-20,285899.0
2011-12-21,316216.0
2011-12-22,312975.0
2011-12-23,268789.0
2011-12-24,211129.0
2011-12-25,222943.0
2011-12-26,374590.0
2011-12-27,383625.0
2011-12-28,351943.0
2011-12-29,194687.0
2011-12-30,118468.0
2011-12-31,10575.0
2012-01-01,0.0
2012-01-02,390163.0
2012-01-03,368104.0
2012-01-04,225557.0
2012-01-05,332442.0
2012-01-06,406209.0
2012-01-07,257373.0
2012-01-08,368713.0
2012-01-09,378518.0
2012-01-10,332047.0
2012-01-11,398647.0
2012-01-12,167437.0
2012-01-13,196278.0
2012-01-14,216611.0
2012-01-15,323022.0
2012-01-16,374033.0
2012-01-17,438136.0
2012-01-18,304743.0
2012-01-19,306106.0
2012-01-20,206694.0
2012-01-21,265784.0
2012-01-22,394871.0
2012-01-23,396334.0
2012-01-24,333297.0
2012-01-25,393098.0
2012-01-26,353945.0
2012-01-27,213455.0
2012-01-28,232289.0
2012-01-29,351524.0
2012-01-30,477664.0
2012-01-31,358491.0
2012-02-01,35508.0
2012-02-02,383924.0
2012-02-03,337572.0
2012-02-04,282949.0
2012-02-05,311082.0
2012-02-06,288222.0
2012-02-07,456316.0
2012-02-08,342137.0
2012-02-09,305409.0
2012-02-10,378122.0
2012-02-11,367155.0
2012-02-12,211275.0
2012-02-13,272184.0
2012-02-14,378679.0
2012-02-15,320730.0
2012-02-16,370514.0
2012-02-17,393586.0
2012-02-18,297864.0
2012-02-19,287918.0
2012-02-20,440820.0
2012-02-21,401175.0
2012-02-22,420441.0
2012-02-23,278192.0
2012-02-24,326431.0
2012-02-25,313258.0
2012-02-26,308794.0
2012-02-27,457732.0
2012-02-28,391312.0
2012-02-29,447869.0
2012-03-01,137083.0
2012-03-02,340434.0
2012-03-03,269830.0
2012-03-04,260271.0
2012-03-05,295934.0
2012-03-06,288104.0
2012-03-07,369912.0
2012-03-08,460680.0
2012-03-09,384719.0
2012-03-10,394379.0
2012-03-11,320362.0
2012-03-12,404053.0
2012-03-13,230252.0
2012-03-14,361286.0
2012-03-15,358726.0
2012-03-16,215981.0
2012-03-17,243332.0
2012-03-18,254908.0
2012-03-19,315344.0
2012-03-20,302898.0
2012-03-21,266382.0
2012-03-22,280206.0
2012-03-23,211506.0
2012-03-24,213346.0
2012-03-25,203415.0
2012-03-26,285115.0
2012-03-27,217648.0
2012-03-28,303666.0
2012-03-29,319104.0
2012-03-30,307243.0
2012-03-31,242426.0
2012-04-01,418577.0
2012-04-02,284990.0
2012-04-03,289228.0
2012-04-04,295621.0
2012-04-05,285594.0
2012-04-06,299241.0
2012-04-07,362074.0
2012-04-08,299262.0
2012-04-09,417010.0
2012-04-10,420914.0
2012-04-11,316503.0
2012-04-12,117484.0
2012-04-13,280225.0
2012-04-14,302395.0
2012-04-15,278975.0
2012-04-16,306716.0
2012-04-17,318404.0
2012-04-18,387852.0
2012-04-19,317756.0
2012-04-20,346025.0
2012-04-21,310085.0
2012-04-22,344618.0
2012-04-23,358541.0
2012-04-24,316278.0
2012-04-25,315691.0
2012-04-26,421333.0
2012-04-27,370218.0
2012-04-28,336578.0
2012-04-29,342818.0
2012-04-30,343553.0
2012-05-01,371802.0
2012-05-02,369513.0
2012-05-03,438463.0
2012-05-04,298234.0
2012-05-05,338759.0
2012-05-06,243245.0
2012-05-07,320345.0
2012-05-08,296895.0
2012-05-09,418260.0
2012-05-10,407245.0
2012-05-11,283214.0
2012-05-12,352244.0
2012-05-13,238481.0
2012-05-14,325769.0
2012-05-15,297292.0
2012-05-16,294646.0
2012-05-17,311812.0
2012-05-18,292704.0
2012-05-19,241114.0
2012-05-20,301340.0
2012-05-21,361181.0
2012-05-22,273244.0
2012-05-23,286429.0
2012-05-24,351446.0
2012-05-25,292379.0
2012-05-26,303479.0
2012-05-27,300293.0
2012-05-28,329787.0
2012-05-29,314255.0
2012-05-30,240662.0
2012-05-31,330506.0
2012-06-01,323474.0
2012-06-02,475347.0
2012-06-03,303476.0
2012-06-04,276602.0
2012-06-05,292399.0
2012-06-06,207574.0
2012-06-07,370741.0
2012-06-08,452668.0
2012-06-09,344760.0
2012-06-10,385179.0
2012-06-11,335058.0
2012-06-12,245853.0
2012-06-13,326564.0
2012-06-14,207417.0
2012-06-15,174555.0
2012-06-16,231661.0
2012-06-17,204862.0
2012-06-18,335298.0
2012-06-19,398783.0
2012-06-20,287363.0
2012-06-21,261721.0
2012-06-22,356320.0
2012-06-23,265173.0
2012-06-24,322503.0
2012-06-25,402261.0
2012-06-26,490172.0
2012-06-27,327749.0
2012-06-28,259505.0
2012-06-29,295869.0
2012-06-30,252154.0
2012-07-01,286947.0
2012-07-02,330817.0
2012-07-03,312359.0
2012-07-04,277276.0
2012-07-05,339299.0
2012-07-06,181652.0
2012-07-07,315892.0
2012-07-08,391158.0
2012-07-09,429087.0
2012-07-10,404115.0
2012-07-11,327631.0
2012-07-12,467986.0
2012-07-13,338522.0
2012-07-14,241219.0
2012-07-15,221593.0
2012-07-16,344073.0
2012-07-17,306874.0
2012-07-18,348333.0
2012-07-19,313732.0
2012-07-20,397343.0
2012-07-21,238005.0
2012-07-22,250442.0
2012-07-23,352866.0
2012-07-24,299138.0
2012-07-25,417972.0
2012-07-26,366312.0
2012-07-27,337044.0
2012-07-28,448016.0
2012-07-29,300238.0
2012-07-30,385510.0
2012-07-31,395698.0
2012-08-01,432602.0
2012-08-02,377179.0
2012-08-03,361061.0
2012-08-04,261990.0
2012-08-05,352260.0
2012-08-06,314775.0
2012-08-07,299385.0
2012-08-08,358459.0
2012-08-09,284265.0
2012-08-10,450297.0
2012-08-11,223894.0
2012-08-12,307318.0
2012-08-13,391415.0
2012-08-14,364897.0
2012-08-15,340976.0
2012-08-16,318307.0
2012-08-17,474759.0
2012-08-18,336453.0
2012-08-19,280186.0
2012-08-20,356540.0
2012-08-21,285916.0
2012-08-22,328837.0
2012-08-23,413916.0
2012-08-24,433006.0
2012-08-25,378822.0
2012-08-26,390284.0
2012-08-27,390749.0
2012-08-28,455262.0
2012-08-29,342034.0
2012-08-30,242450.0
2012-08-31,408912.0
2012-09-01,306608.0
2012-09-02,418755.0
2012-09-03,185655.0
2012-09-04,343937.0
2012-09-05,230213.0
2012-09-06,216073.0
2012-09-07,306889.0
2012-09-08,397008.0
2012-09-09,282095.0
2012-09-10,470008.0
2012-09-11,306459.0
2012-09-12,363392.0
2012-09-13,371628.0
2012-09-14,535698.0
2012-09-15,305309.0
2012-09-16,236369.0
2012-09-17,385634.0
2012-09-18,402358.0
2012-09-19,379863.0
2012-09-20,403447.0
2012-09-21,378646.0
2012-09-22,345859.0
2012-09-23,345407.0
2012-09-24,404148.0
2012-09-25,412295.0
2012-09-26,406874.0
2012-09-27,293435.0
2012-09-28,343285.0
2012-09-29,283869.0
2012-09-30,337026.0
2012-10-01,288699.0
2012-10-02,261105.0
2012-10-03,232352.0
2012-10-04,319263.0
2012-10-05,298833.0
2012-10-06,135611.0
2012-10-07,307851.0
2012-10-08,381971.0
2012-10-09,379636.0
2012-10-10,426472.0
2012-10-11,163418.0
2012-10-12,370562.0
2012-10-13,356633.0
2012-10-14,285725.0
2012-10-15,340161.0
2012-10-16,422107.0
2012-10-17,320074.0
2012-10-18,268389.0
2012-10-19,420151.0
2012-10-20,302903.0
2012-10-21,388297.0
2012-10-22,459026.0
2012-10-23,368724.0
2012-10-24,376664.0
2012-10-25,335580.0
2012-10-26,338193.0
2012-10-27,251651.0
2012-10-28,330914.0
2012-10-29,426493.0
2012-10-30,328758.0
2012-10-31,287274.0
2012-11-01,287812.0
2012-11-02,235198.0
2012-11-03,375896.0
2012-11-04,324142.0
2012-11-05,327931.0
2012-11-06,177896.0
2012-11-07,288697.0
2012-11-08,369605.0
2012-11-09,341578.0
2012-11-10,320083.0
2012-11-11,218698.0
2012-11-12,319859.0
2012-11-13,290100.0
2012-11-14,181772.0
2012-11-15,240936.0
2012-11-16,206425.0
2012-11-17,130970.0
2012-11-18,241208.0
2012-11-19,267003.0
2012-11-20,18079.0
2012-11-21,13038.0
2012-11-22,37127.0
2012-11-23,235980.0
2012-11-24,260352.0
2012-11-25,362319.0
2012-11-26,392676.0
2012-11-27,358929.0
2012-11-28,237677.0
2012-11-29,170627.0
2012-11-30,195820.0
2012-12-01,283616.0
2012-12-02,350998.0
2012-12-03,307408.0
2012-12-04,380155.0
2012-12-05,205086.0
2012-12-06,237546.0
2012-12-07,306747.0
2012-12-08,362474.0
2012-12-09,360727.0
2012-12-10,507243.0
2012-12-11,245995.0
2012-12-12,277680.0
2012-12-13,338251.0
2012-12-14,363992.0
2012-12-15,266850.0
2012-12-16,300260.0
2012-12-17,445919.0
2012-12-18,400379.0
2012-12-19,311133.0
2012-12-20,272477.0
2012-12-21,349328.0
2012-12-22,313446.0
2012-12-23,288600.0
2012-12-24,325644.0
2012-12-25,305115.0
2012-12-26,265283.0
2012-12-27,283194.0
2012-12-28,327721.0
2012-12-29,263364.0
2012-12-30,90894.0
2012-12-31,154657.0
2013-01-01,0.0
2013-01-02,463132.0
2013-01-03,588216.0
2013-01-04,450279.0
2013-01-05,480894.0
2013-01-06,237838.0
2013-01-07,493772.0
2013-01-08,435782.0
2013-01-09,493093.0
2013-01-10,745040.0
2013-01-11,345850.0
2013-01-12,350790.0
2013-01-13,324703.0
2013-01-14,408735.0
2013-01-15,336135.0
2013-01-16,380582.0
2013-01-17,327930.0
2013-01-18,363692.0
2013-01-19,346168.0
2013-01-20,268996.0
2013-01-21,361446.0
2013-01-22,338469.0
2013-01-23,349818.0
2013-01-24,250093.0
2013-01-25,350202.0
2013-01-26,293745.0
2013-01-27,299766.0
2013-01-28,420196.0
2013-01-29,427867.0
2013-01-30,368107.0
2013-01-31,339925.0
2013-02-01,54364.0
2013-02-02,303295.0
2013-02-03,334891.0
2013-02-04,369166.0
2013-02-05,513508.0
2013-02-06,367173.0
2013-02-07,442415.0
2013-02-08,384658.0
2013-02-09,597027.0
2013-02-10,604732.0
2013-02-11,285226.0
2013-02-12,527804.0
2013-02-13,280790.0
2013-02-14,378108.0
2013-02-15,500992.0
2013-02-16,350824.0
2013-02-17,466926.0
2013-02-18,466122.0
2013-02-19,471468.0
2013-02-20,452039.0
2013-02-21,383388.0
2013-02-22,608887.0
2013-02-23,353351.0
2013-02-24,378718.0
2013-02-25,442699.0
2013-02-26,408756.0
2013-02-27,487228.0
2013-02-28,542738.0
2013-03-01,304856.0
2013-03-02,348100.0
2013-03-03,335943.0
2013-03-04,513582.0
